id,PageRankRank,T0PRRank,T1PRRank,T2PRRank,T3PRRank,T4PRRank,T5PRRank,T6PRRank,T7PRRank,T8PRRank,T9PRRank
7715,3870,6931,1344,4976,2816,7482,3038,8194,3985,6928,4165
9001,3873,6927,3743,602,6082,1799,5365,2658,5947,667,6230
9002,3872,6929,3763,646,6420,3840,6511,4043,8001,690,6268
5145,3874,6899,3820,6618,3451,8100,3225,8251,1399,5893,1512
9037,3876,6898,3821,6617,3445,8106,324,5725,3347,7668,2833
9036,3875,6873,3805,6633,3455,8066,323,5715,2589,5717,1555
5214,3877,6870,3740,6451,1149,6210,3904,6506,961,6063,1286
5215,3878,6869,3739,6452,1150,6209,3905,6505,959,6065,1308
2430,3879,2115,746,6236,483,5580,2374,5298,2309,4914,410
1300,3881,6867,458,5511,1304,4922,1823,923,6466,4332,7030
1299,3880,6868,457,5513,1305,4921,1812,920,6387,2049,5236
1816,3882,1914,5537,1085,1858,1421,4926,1922,539,7326,2877
3859,3883,6866,1205,4833,2999,7577,2779,7494,3833,8103,263
3858,3884,6865,1204,4819,2995,7581,2775,7498,3792,7925,264
4312,3885,6864,3682,6502,1366,1205,4869,2206,2100,5306,2565
9035,3889,1143,6249,3686,6962,4551,7083,4235,7067,4791,2117
9034,3888,1142,6250,3685,6963,4550,7084,4233,7069,4789,2119
9033,3886,1141,6251,3760,6904,4535,7099,4221,7031,4863,1829
9032,3887,1140,6252,3709,6948,4563,2082,5377,3040,7718,2848
5097,3890,564,5778,913,6157,4035,7242,4380,7077,4781,2070
6692,3891,561,5793,914,6156,4036,7241,4381,7123,4529,7109
8985,3895,6860,1229,4842,1236,6144,3961,6691,4450,7365,2909
8984,3894,6861,1230,4841,1234,6145,3960,6692,4449,7366,2908
8986,3892,6863,1231,4840,1235,6170,3909,6501,4599,7383,3074
8987,3893,6862,1232,4839,1237,6171,3908,6502,4588,7394,3063
7520,3897,6858,3688,6496,3684,6922,4456,6973,442,2420,7779
7519,3898,6857,3689,6495,3685,6921,4457,6972,441,2441,7822
7518,3896,6859,3687,6497,3683,6923,4455,6974,440,2427,7776
9179,3899,6856,3690,6494,727,6373,3702,6908,4492,7298,2897
8197,3900,6855,3691,6493,640,5688,1738,4660,6922,4763,2087
3681,3901,6854,3693,6519,3611,6745,4377,7040,1155,5963,1506
7448,3902,466,5809,1878,5586,1537,4612,7125,5188,2347,852
1162,3903,874,256,5920,4328,7320,531,677,7744,3400,6766
5365,3905,872,6464,4398,934,608,5680,1438,6143,2333,7850
5367,3904,910,6151,4008,825,499,5709,1231,6306,1981,5056
5366,3906,836,6434,4294,839,474,5536,2477,5334,2480,7492
6977,3908,6852,3674,6510,1342,4919,1826,4828,1405,5887,1519
6978,3907,6853,3685,6499,1343,4918,1827,4827,1406,5886,1520
5259,3911,6850,3672,6512,3624,955,6096,1444,6161,2316,7687
5258,3909,6851,3673,6511,3647,954,6097,1466,6170,2260,7674
532,3912,1006,1097,6162,4586,7083,4139,936,6712,4057,7175
533,3910,1009,1095,6164,4584,7085,4137,935,6582,4436,7114
3461,3913,6849,3653,6828,1651,4722,2202,5479,2293,4904,1736
4625,3914,6848,3654,6827,3736,6936,4442,6985,5090,341,5618
6660,3915,1583,4910,1132,6246,4013,6608,3744,1602,1415,4667
9337,3917,480,5854,1595,4903,2190,5245,2540,5868,1911,5116
9338,3916,481,5853,1602,4897,2173,5258,2701,5910,1846,5404
6319,3918,6871,1537,4553,7048,994,6005,1720,6699,4120,7369
5650,3920,6872,3742,6449,3525,7542,2737,7826,1170,492,5728
5649,3921,6874,3804,6634,3456,8038,3501,8057,1172,491,5729
5648,3919,6847,3655,6826,3737,6935,4443,6984,1171,482,5737
3170,3922,810,6485,4452,1800,752,6276,1101,6265,1997,5041
980,3924,6896,1320,411,5643,1827,5280,2680,5979,1805,5499
983,3923,6897,1319,410,5644,1810,5295,2724,5893,1929,5102
2675,3925,1690,4876,2133,2083,5514,2434,5274,1440,1251,4998
2818,3926,823,6444,4337,7397,3278,1042,245,4428,7331,2903
864,3927,6895,3825,6613,3502,8056,3547,6801,868,1785,5454
9240,3928,6894,3819,6619,3450,8101,783,5790,3434,1004,6165
9241,3929,6893,3807,6631,3436,8113,782,5791,3453,1005,6191
8488,3930,1112,6221,3659,6813,4442,7115,4265,6993,977,6189
886,3931,1746,436,5472,912,6405,802,5771,3417,7609,2645
8267,3933,6891,3806,6632,3454,8096,3229,8248,1401,5891,1515
8266,3932,6892,3797,6611,3504,8054,3549,6799,1400,5892,1513
2842,3934,6890,3788,6467,3548,6799,4363,37,2210,4945,1757
8505,3935,6889,3789,6466,1380,4888,775,5741,3410,446,5712
8602,3936,6888,3790,6465,3550,6797,4364,7343,1296,5921,1479
8603,3937,6887,3791,6464,3551,6796,4365,7342,1295,5922,1478
8604,3938,6886,3792,6463,3552,6795,4366,7311,1297,5920,1480
6684,3939,6885,3793,643,6422,3841,6510,4044,1355,5873,1402
1125,3941,6883,1360,4960,2709,7783,2837,7428,4932,2581,7463
1126,3940,6884,1359,4961,2708,7784,2836,7441,4921,2645,7595
3778,3942,6882,3787,6468,3547,6800,4362,7345,550,6813,4552
8283,3944,444,5830,864,6428,3862,6490,4062,8133,3675,6532
8284,3943,445,5829,866,6454,3815,6476,4134,8081,3961,7256
597,3947,6879,1354,4966,2787,7538,2753,7810,3758,8013,3488
596,3946,6880,1355,4965,2766,7497,3086,8147,4031,6884,4495
598,3945,6881,1356,4964,2765,7498,3085,8148,4030,6885,4494
1539,3948,304,5691,1276,776,1603,4671,2155,5548,3143,7959
7267,3949,1629,4897,2116,5217,2733,7632,2794,2012,5107,2464
2840,3950,2069,517,5703,2586,7687,2857,7483,3858,8133,3215
8288,3951,6878,3800,632,6375,4122,815,5700,2639,5728,1586
4014,3953,6876,1046,6143,4564,7105,4121,189,1430,6467,3648
4016,3955,6952,1044,6146,4561,7165,4297,194,1431,6466,3649
4015,3954,6875,1048,6142,4565,7132,4271,193,1432,6465,3650
4013,3952,6877,1058,6132,4620,7110,4201,190,1433,6464,3651
3122,3957,1885,1168,6101,4610,1436,972,6309,2910,5422,1091
3123,3956,1886,1169,5948,4083,1435,971,6310,2911,5433,1092
3113,3959,6953,1225,4846,2945,7566,2787,7487,3854,8137,776
3112,3958,6900,1224,4847,2944,7567,2786,7513,3777,7940,775
1263,3960,1952,5551,1975,2022,1066,443,5826,2395,5007,1925
4839,3961,7008,4006,7179,1789,4845,1890,4777,637,7667,2834
2183,3962,7032,407,5527,2673,1522,1098,6424,2670,5644,1361
1134,3964,7030,1366,4954,2718,7804,3461,8035,4372,6728,4377
1133,3963,7031,1365,4956,2716,7803,3462,8034,4373,6752,4358
5355,3965,7029,3912,6600,3486,871,6352,3997,2073,5274,2535
7440,3967,7027,3910,6602,3481,8016,3515,8047,1375,5859,1379
7441,3966,7028,3911,6601,3484,8013,3517,8045,1373,5861,1377
7439,3968,7026,3908,6604,3498,8060,3545,6802,1374,5860,1378
8795,3970,7024,3900,6580,1176,6244,3983,6674,4719,7061,4119
8796,3969,7025,3899,6566,1175,6245,4053,6628,4707,7073,4199
8794,3971,7023,3876,6570,1177,6243,3967,6687,4453,7362,2912
5086,3973,7021,3844,6655,3690,6917,796,5777,3498,437,5627
5087,3972,7022,3831,6668,3907,6509,797,5776,3495,438,5540
851,3976,7018,3839,6661,662,5727,1594,5004,7253,4619,2042
7801,3974,7020,3843,6657,642,5686,1733,4722,7463,3583,6831
852,3975,7019,3842,6658,661,5728,1612,4989,7266,4661,1994
3283,3977,1075,6311,3781,6887,4602,2106,5529,1826,1260,936
3578,3978,7017,3838,6662,3921,6495,3732,6943,4791,7267,102
1676,3980,7015,3866,6577,1105,6074,1452,4886,7472,3575,6912
1675,3979,7016,3836,6664,1106,6073,1457,4883,7547,3555,6927
2492,3981,7014,3919,6594,3496,8062,335,5813,3055,7735,2772
7076,3982,7013,1223,4835,2997,7579,2777,7496,3782,7935,3550
5056,3983,328,5704,1756,5466,2499,7767,2878,498,919,6006
8459,3985,7011,3971,7243,1285,4941,239,4732,7457,3589,6842
8458,3984,7012,3920,6593,1287,4939,240,4698,7435,3455,6715
7684,3986,7010,1352,4955,2717,7777,2843,7437,4924,2642,7597
4225,3987,7033,3887,6559,1341,4948,1968,5115,2301,4922,1777
9044,3988,386,5653,1776,5506,2523,7805,2903,5761,2929,8317
114,3989,7009,459,5498,917,6399,3703,1006,6022,2199,7730
4329,3990,854,6480,4457,7072,510,5700,504,7468,3568,6917
4330,3991,853,6481,4456,7073,495,5623,533,6956,4678,1992
2181,3992,852,1977,5069,3252,8124,3209,8262,4132,6955,411
1197,3993,7034,3889,6557,1311,1510,4665,2134,5566,3126,183
7197,3994,7036,3387,6761,4019,6713,832,480,7517,3533,6885
2388,3995,7059,3578,6885,3724,1199,309,6437,3189,7816,3421
6601,3996,7058,706,563,5749,1791,5373,2652,1436,6461,445
8916,3998,7056,3569,6893,3716,6953,4488,886,5450,3021,8242
8915,3997,7057,3575,6888,3721,6949,4492,885,5492,3174,7888
1992,3999,7055,192,752,6427,3863,479,5914,3171,7831,3467
5382,4000,1170,5032,2802,7633,2934,8150,3311,7902,3881,6605
3412,4001,7054,3567,935,6195,931,6059,1322,6081,2168,5206
6935,4002,598,1256,4757,2892,7617,2685,7875,3698,8290,3259
775,4003,7053,3564,6896,764,6317,3991,887,5451,3020,8243
2862,4004,589,6398,416,5640,1716,4718,2054,773,6221,3876
4335,4005,7052,3583,6851,3702,6908,4464,6967,1199,894,6089
4111,4006,428,5664,1802,5457,2506,7820,2889,478,2580,7464
9120,4007,590,6397,4381,7361,563,5716,1326,6077,2146,5160
8842,4008,7051,3585,6822,3741,815,6402,3966,8021,4024,7231
2750,4010,7049,1374,4889,2738,7816,3451,8102,4324,6827,880
2752,4009,7050,1373,4890,2737,7817,3450,8103,4323,6828,882
2749,4011,7048,1375,4888,2739,7815,3452,8101,4325,6826,883
2751,4012,7047,1376,4887,2740,7814,3453,8100,4326,6825,881
4966,4013,7046,1143,6123,4631,865,6358,3947,8035,4015,197
7664,4016,1246,4972,2609,7819,3612,6886,4413,7120,4531,7108
7665,4014,1248,4970,2611,7834,3604,6894,4407,7099,4814,2099
7663,4015,1247,4971,2610,7820,3611,6874,4455,6844,4146,7378
5671,4017,7045,3517,6871,3694,886,6340,4025,7968,3863,6677
9328,4019,7043,3336,8035,1292,4934,1839,375,3166,7835,3464
9327,4020,7042,3447,6676,1296,4930,1815,353,3289,7501,3040
8854,4018,7044,3371,6744,1293,4933,1893,359,3117,7878,3362
9326,4021,7041,3468,6725,1295,4931,1814,376,3135,7916,3388
5599,4022,7040,3455,6702,3870,6595,3791,6889,1477,485,5735
2227,4023,1759,5496,1320,266,5969,559,5929,2458,5312,2559
9015,4025,7038,3392,6786,3969,6692,496,876,5476,3159,7902
9016,4024,7039,3403,6763,4017,6714,466,878,5480,3155,7905
1147,4026,7037,1218,4852,2939,7601,2700,7802,3765,8005,3496
898,4027,7035,1257,4756,2914,7654,2710,7793,3722,7995,3501
3226,4028,7007,3988,7257,490,5573,2380,5292,444,2418,7780
7516,4029,6981,3680,6504,3676,6901,4495,6998,439,410,5561
7517,4030,7006,3996,7249,3470,8026,3507,8052,438,411,5560
7561,4032,6977,3799,6637,3473,8023,602,5950,3246,7594,2658
7560,4031,6978,3741,6450,3524,8040,653,5672,2534,5548,2343
2865,4033,6976,3798,6638,1943,5432,2283,900,6529,4280,909
4245,4034,6975,3796,6551,449,909,6377,3928,8286,3810,6664
9193,4036,6973,1389,4874,1395,4908,1836,4820,7540,3562,6922
9191,4035,6974,1390,4873,1396,4907,1825,4829,7535,3528,6889
9123,4037,500,5837,1487,4817,2408,7844,3520,7741,3403,6764
4173,4039,6971,3794,6549,3424,8097,3228,890,5459,3091,760
4177,4043,6967,3818,6620,3449,8102,3224,893,5594,2830,758
4175,4041,6969,3824,6614,3501,8057,3546,892,5464,3171,759
4176,4042,6968,3822,6616,3476,8021,3511,895,6523,4285,757
4172,4040,6970,3826,6639,3472,8024,3509,894,6510,4297,763
4178,4038,6972,3795,6550,3423,8095,3230,891,5462,3093,764
8330,4048,493,5843,1432,4945,2107,5078,1951,6502,4250,220
8328,4046,489,5846,1426,5093,2237,5200,2524,5888,1936,221
8327,4049,491,5845,1428,5092,2238,5199,2525,5887,1937,222
8326,4045,488,5848,1420,5098,2234,5203,2522,5867,1912,223
8331,4044,490,5834,1504,4777,2490,7774,2871,5636,2788,218
8329,4047,492,5844,1429,5004,2258,5505,2389,5363,3045,219
8920,4051,1210,5056,2726,7468,3222,7895,3505,7728,3363,8040
8921,4052,1209,5057,2725,7469,3221,7896,3474,7607,3296,8095
8922,4050,1208,5058,2724,7470,3244,7935,3497,7735,3397,6768
2766,4053,6966,1357,4963,2706,7786,2834,7444,4381,6774,4523
3937,4054,6965,1387,4876,2960,7554,2739,7824,3731,7986,279
3936,4055,6964,1388,4875,2961,7553,2740,7823,3746,8025,274
4694,4056,2000,5241,2557,7877,3568,97,6965,5053,929,5996
4973,4057,1435,4802,2147,5206,1164,6153,1351,2264,1365,4950
6442,4060,6961,3815,6623,3446,8105,848,5727,3353,505,5687
6440,4058,6963,3817,6621,3448,8103,847,5728,3354,513,5651
6441,4059,6962,3816,6622,3447,8104,849,5726,3348,464,5694
967,4061,6960,1382,4881,2955,7556,2764,702,7950,3876,6638
5240,4062,6959,3813,6612,3503,8055,3548,6800,1874,1064,6114
818,4063,6958,305,5879,4373,7340,2916,85,3683,8275,3333
6613,4064,441,5747,1683,4835,920,6218,1561,6634,4390,583
8621,4065,6957,3812,6625,3435,8114,3218,8256,4138,987,6181
8622,4066,6956,3811,6627,3441,8110,3207,8264,4130,988,6180
2008,4067,6979,3677,6507,3673,6842,4502,7079,1783,997,6171
2788,4068,360,5733,1667,4847,2432,7852,3513,1191,5852,1384
8923,4069,6955,3759,6433,3531,6811,186,8138,4037,1065,6113
5454,4070,6980,3678,6505,554,936,6042,1309,6044,2218,7713
5456,4072,7005,3995,7250,598,934,6057,1325,6078,2145,5161
5455,4071,6982,3681,6503,592,935,6055,1341,6040,2231,7761
9009,4074,7003,3989,7256,3438,8112,3219,902,6507,4275,7012
9008,4073,7004,3994,7251,3471,8025,3508,901,6530,4279,7008
9007,4075,7002,3936,6911,3821,6574,3835,903,6484,4263,7170
9245,4077,7000,3927,6587,3381,8009,781,5792,3476,8217,3322
9244,4076,7001,3928,6586,3383,8093,780,5793,3480,8213,3233
2423,4078,1426,4952,309,1996,1600,4588,7090,5164,2424,7778
6693,4079,1201,5063,747,6344,4096,7181,4202,7046,4860,1832
2993,4080,1448,4789,2159,5368,2744,7621,2834,2025,5097,798
2936,4082,6998,3962,350,5714,1966,5417,2387,1389,5902,1546
2935,4083,6997,3953,368,5733,2075,5044,2037,1390,5901,1529
2934,4081,6999,3924,366,5734,2073,5047,2034,1391,5900,1528
5406,4085,6995,3829,1176,5013,831,6448,4102,8156,3705,6564
5405,4084,6996,3944,1175,5014,832,6447,4103,8155,3706,6563
9115,4086,6994,3828,6640,1384,4916,1829,4826,7536,3540,6879
9116,4088,6992,3737,6454,1387,4913,1832,4823,7538,3564,6920
9117,4087,6993,3717,6530,1386,4914,1831,4824,7537,3554,6928
7365,4090,6990,3726,1001,6135,4052,7284,4280,6983,636,6297
7366,4089,6991,3736,1000,6136,4051,7285,4306,7013,639,6281
3647,4091,6989,3695,6520,747,838,6441,4108,1382,5908,1539
3752,4092,1639,1318,4936,2693,1169,6148,1404,6018,2203,795
4108,4093,6988,664,6307,4400,7023,1060,6403,2918,5428,2228
6570,4094,6987,262,5854,1206,6169,3910,6500,4601,7405,3069
6568,4096,6985,260,5886,1207,6168,3939,6537,4624,7413,3107
6569,4095,6986,263,5853,1205,6199,3879,6553,4763,7240,2942
7703,4097,6984,3675,6509,1319,4967,1965,5098,7346,3486,353
8256,4098,1177,5028,2805,7631,842,6437,4112,8138,3711,6558
5397,4100,6954,3745,6447,3527,6609,3753,6866,1219,5800,1673
5396,4101,6846,3656,6825,3738,6934,4444,6983,1218,5801,1671
5398,4099,6983,3683,6501,3679,6925,4453,6975,1217,5802,1670
4095,4102,6845,3657,6824,435,5648,1527,5063,7203,4483,203
4096,4103,6844,3658,6672,433,5619,1409,4954,7244,4627,201
4093,4104,6708,3860,6643,434,5646,1376,5563,2793,5319,202
8562,4107,6705,3854,6647,1259,6180,3870,6588,4765,7238,2944
8563,4106,6706,3862,6610,1258,6181,3869,6589,4766,7237,2945
8561,4105,6707,3861,6641,1257,6182,3868,6590,4767,7236,2946
3454,4108,1463,4834,2170,5357,861,6361,3944,8159,1685,5366
8830,4110,6703,3865,6578,1335,4955,1961,999,6180,2250,7743
8831,4109,6704,3863,6581,1336,4954,1962,998,6179,2251,7742
9073,4111,621,6376,4351,7440,995,6004,1721,831,5953,1487
2524,4112,6702,1210,4858,2934,7635,2729,7805,3763,8008,3493
2003,4113,1646,4856,2100,5183,334,5898,1601,6599,4369,960
9113,4114,6701,3867,6576,1447,5049,1940,904,6487,4261,7172
4298,4115,1449,1362,4958,2714,7779,2841,1129,6193,2287,7649
962,4116,6700,3868,6575,1737,4641,2023,618,7994,3987,7261
8912,4117,6699,3869,6574,3355,997,6002,1730,6690,4128,7362
6633,4119,6697,3871,751,6426,3864,6489,4063,1412,6478,3639
6634,4118,6698,3870,750,6425,3865,6488,4064,1413,6477,3640
9056,4120,6696,3872,6573,3356,7942,3580,6833,635,1002,6167
9057,4121,6695,3864,6609,3507,8052,3550,6798,634,1000,6169
3250,4122,6694,3853,6648,3463,738,339,5928,3131,7919,3476
7948,4124,6692,3851,6650,3461,8033,798,5775,3510,940,6000
7949,4125,6691,3832,6667,3916,6500,801,5772,3513,938,5987
7947,4126,6690,3834,6666,3918,6498,800,5773,3514,937,5988
7950,4123,6693,3852,6649,3462,8032,799,5774,3524,939,6013
8541,4127,1206,1322,4934,2695,7797,3206,8265,4129,6945,4140
8540,4128,1205,1321,4935,2694,7798,3467,8029,4378,6777,4520
7054,4129,617,1412,483,5809,1923,5487,2324,5215,2375,7872
4026,4130,6689,3835,6665,1803,4837,1865,4859,1484,6421,3687
8470,4132,570,5787,1953,5525,2659,7461,3166,7795,944,6041
8469,4131,586,6087,4071,6677,4192,7387,2995,5716,945,6040
8775,4133,6688,3837,6663,3920,6496,3733,6942,4790,7268,265
5075,4134,6687,1295,4779,2869,7464,3054,8236,4076,7005,4104
5074,4135,6686,1297,4777,2850,7456,3120,8174,4056,6958,4145
9180,4137,6685,3840,6660,3923,6520,791,5782,3559,1015,6217
9183,4136,6709,3859,6644,3468,8028,793,5780,3551,1016,6216
9181,4139,6712,3856,6646,3466,8030,790,5783,3539,1017,6215
9182,4138,6710,3858,6645,3467,8029,792,5781,3557,1018,6214
7358,4140,6735,3968,7216,3943,6536,3798,6883,1291,5926,1474
7359,4141,6734,3969,7242,3459,8035,3503,8056,1290,5927,1472
7374,4142,1224,5045,1227,4971,2135,5232,2552,5843,1344,4968
1698,4143,6733,345,5528,2674,7873,3404,1108,6209,2271,177
8528,4144,1317,5136,2492,7708,3095,8284,3425,576,7001,4138
1240,4145,6732,1414,4911,2758,7504,3079,8155,4051,6866,4448
107,4146,6731,2123,5175,860,6444,3634,6731,4466,886,6097
5421,4147,6730,3972,7259,3439,380,5596,2419,5374,3089,7952
8125,4148,1289,4992,2639,7734,3026,8347,3368,1444,6481,3636
9234,4150,6728,3974,7270,583,5790,369,5867,1404,5888,1518
9235,4149,6729,3973,7271,565,5746,358,5876,1403,5889,1516
5331,4151,6727,3966,7218,3945,6534,3800,6882,1100,994,6174
5332,4152,6726,3975,7269,3508,8051,3551,6797,1109,993,6175
8378,4154,6724,3978,7266,3488,343,5741,1285,6185,1084,6155
8376,4153,6725,3977,7267,3505,345,5592,2394,5359,1081,6158
6625,4155,1573,1553,809,6524,1591,1109,6413,2578,5564,2328
8968,4156,6723,3979,7265,3475,8022,3510,338,587,8082,3196
8967,4158,6721,3981,7263,3452,8099,3226,294,585,8077,3201
8969,4159,6720,3982,7262,3443,8108,3222,292,584,7488,3051
8970,4157,6722,3980,7264,3453,8098,3227,293,583,6907,4480
8508,4160,6719,3983,762,6501,3802,6549,3920,8302,3745,6471
8582,4162,6717,3921,6592,3372,7929,3397,267,4586,7396,841
8583,4161,6718,3984,7261,3442,8109,3220,276,4727,7079,843
7372,4163,6716,1444,4580,7106,4376,6977,4605,6969,4707,2137
7373,4164,6715,1445,4579,7025,4282,7013,4539,6782,4205,7308
5119,4165,6714,3918,6582,3371,7930,3498,8060,4360,776,6415
9269,4167,6711,3857,936,6194,4029,7248,4375,542,1019,6213
9268,4166,6713,3855,938,6192,4030,7247,4376,541,1021,6211
8438,4168,1323,5132,2496,7789,1010,5989,1679,6754,4072,7223
7700,4170,6683,1421,4904,2743,7811,3455,8097,4307,6789,4511
511,4169,6684,1420,4905,2744,7810,3456,8067,4329,6822,4544
1400,4171,6682,1403,4921,2749,7659,2795,7537,3805,7968,3583
1401,4172,6654,1402,4909,2761,7501,3082,8151,4027,6864,4450
1399,4173,6653,1401,4893,2734,7820,3447,8105,4321,6830,4541
5655,4174,1163,5634,1664,4849,2430,7827,3208,1599,1062,6116
3286,4175,1550,4763,2005,5255,2849,8186,3217,7917,1501,845
9285,4177,6651,3877,6569,757,6353,4015,380,3042,7716,2850
9286,4176,6652,3897,6579,678,5714,1631,502,7464,3582,6874
8320,4179,4899,2687,7632,1519,4994,1982,5406,3193,7865,3374
8321,4178,6650,3879,6567,1518,4995,1981,5407,3191,7843,3456
8319,4180,6649,3880,6565,1517,4996,1979,5409,3185,7818,3419
8744,4181,6648,3881,6552,3421,1051,6016,1502,6135,2293,7704
8745,4182,6647,3882,6564,3364,1052,6015,1463,6173,2257,7706
8742,4183,6646,3883,6563,3365,1050,6017,1262,6330,2106,5254
1927,4184,6645,3885,6561,3367,7933,3514,8048,1256,5796,1677
8855,4186,6642,1284,4790,2876,7458,3089,8144,4034,6881,4485
8856,4185,6644,1283,4791,2875,7459,3088,8145,4033,6882,4497
8728,4187,6630,3413,6768,1282,819,6399,3970,8017,4029,7196
6664,4188,1610,4941,2693,777,6280,4082,6665,1865,1494,336
5578,4189,6641,3891,6555,3417,8069,1081,6382,2804,1010,6219
8463,4190,6640,3892,352,1441,5052,1936,4796,696,5406,2190
8462,4192,6638,3894,362,1439,5054,1935,4797,693,5345,2245
8461,4191,6639,3893,360,1440,5053,1924,4781,699,5690,1633
3547,4193,1908,5540,1950,5528,990,865,6031,3009,7799,3437
425,4194,6637,522,5698,2662,7883,3383,7931,4260,6645,846
7586,4195,6636,3650,6830,3756,6860,725,356,3491,8205,3153
7585,4197,6634,3408,6772,3967,6694,726,357,3443,7645,2674
7587,4196,6635,3472,6721,3893,6549,724,355,3341,7673,2827
7573,4199,6632,3410,6770,759,6351,4017,6709,1487,6418,3691
7574,4198,6633,3409,6771,801,6289,4074,6614,1488,6417,3692
7259,4200,6631,3412,6769,3991,613,5675,1488,6099,956,6029
5060,4201,1899,5577,1934,5541,2647,7412,3000,1574,1099,6143
4829,4202,6655,3909,6603,3497,8061,3544,6803,1146,1338,4948
6394,4203,6656,3917,6595,3495,8063,3543,6804,4417,1069,6109
8299,4204,6657,3916,70,5951,2074,5046,2035,1222,5771,1704
6781,4205,6658,3915,6597,1288,4938,1975,5412,707,5574,1249
6782,4206,6681,3846,6642,1289,4937,1976,5411,722,5586,1365
974,4208,6679,1147,6119,4611,7119,4283,995,6168,2262,7672
973,4207,6680,1146,6120,4612,7118,4284,994,6091,2182,5193
2233,4209,6678,3848,6653,3689,1543,4576,989,2224,1677,130
3465,4210,6677,3849,6652,653,1499,4616,861,5579,2844,8179
8691,4212,6675,3873,6572,1360,4877,1808,4809,7400,3433,6795
8690,4211,6676,3850,6651,1359,4878,1807,4751,7393,3492,6743
9302,4213,6674,1180,4825,3007,864,6359,3946,8036,4014,7269
5415,4215,6672,3901,363,5736,1995,5268,2692,5968,480,5739
5413,4214,6673,3874,359,5738,1747,5149,2576,5809,488,5732
5416,4216,6671,3902,364,5735,1996,5267,2693,5967,469,5717
8788,4217,6670,3903,6596,581,847,6433,4116,8145,3715,6554
8789,4218,6669,3904,6608,561,848,6432,4117,8144,3716,6553
5503,4219,1615,4937,2698,7547,928,6062,1249,1273,5780,1650
6444,4220,6668,3905,6607,3513,8047,752,5763,3329,1571,4699
5537,4221,6667,3906,6606,3517,8045,3530,6813,1429,1372,4647
4353,4222,6666,745,6237,1008,1329,4994,1855,6386,2050,157
2957,4223,1430,4807,196,6055,1715,4702,2069,1160,5823,1424
2955,4225,1432,4805,194,6054,1718,4729,2102,1159,5824,1423
2954,4224,1431,4806,195,6042,1757,5346,2674,1158,5825,1421
4733,4226,429,5675,1740,5477,1630,4742,2090,5405,3008,8241
5524,4228,6664,1279,4795,2870,7463,3055,8235,4075,7006,4103
5525,4227,6665,1282,4792,2874,7460,3087,8146,4032,6883,4496
5528,4231,6661,1281,4793,2872,7462,3056,8234,4074,7007,4102
5527,4229,6663,1280,4794,2930,7639,2725,7780,3734,7983,3570
5526,4230,6662,1278,4796,2931,7638,2726,7779,3735,7982,3571
7893,4233,6659,3914,6598,3492,8037,3502,931,6449,4347,6959
7894,4234,6736,3967,7217,3944,6535,3799,932,6451,4345,6961
7892,4232,6660,3913,6599,3491,8010,3520,930,6447,4349,6957
6755,4236,6738,3976,7268,3506,8053,784,5789,3420,1131,4871
6754,4235,6737,3985,7260,3440,8111,785,5788,3451,1130,4859
51,4237,6792,1424,4901,2728,7826,3442,8110,4317,6807,4545
